path,name,attractiveness,actionability,blended,quadrant,investability,recurring,fragmentation,regulatory_demand,scale,margin,growth,headroom,reimbursement_risk,players_dach,revenue_band,pe_activity,why_now,confidence,status,n_sources
"Building & Facility Technical Services value chain > Electrical Services & Building Automation > Statutory Electrical Safety Testing (DGUV V3 / E-Check) > Fixed installation testing (ortsfeste Anlagen, DIN VDE 0105-100)","Fixed installation testing (ortsfeste Anlagen, DIN VDE 0105-100)",79.2,62.5,49.5,Act now,open,5,4,5,4,4,3,4,1,thousands of DE providers,EUR 0.2-10m,,,3,verified,3
Building & Facility Technical Services value chain > Electrical Services & Building Automation > Emergency Power / UPS & Generator Service (USV & NEA),Emergency Power / UPS & Generator Service (USV & NEA),79.2,62.5,49.5,Act now,open,5,4,5,4,3,4,4,1,hundreds of DACH service specialists,EUR 1-30m,,,3,verified,5
Building & Facility Technical Services value chain > Fire Protection Systems (Brandschutz) > Portable extinguishers & wall-hydrant / water-supply service > Wall hydrants & dry/wet fire-water supply (DIN 14462),Wall hydrants & dry/wet fire-water supply (DIN 14462),79.2,62.5,49.5,Act now,open,5,4,5,3,4,4,3,1,Hundreds of regional Fachbetriebe (DE),EUR 0.5-5m typical,,,4,verified,3
Building & Facility Technical Services value chain > Technical FM & Building Envelope > Industrietor- & Verladetechnik-Service (Tor-Service),Industrietor- & Verladetechnik-Service (Tor-Service),79.2,62.5,49.5,Act now,open,5,4,5,4,4,3,4,1,"hundreds of regional Torservice/Verladetechnik firms + OEM service (Hörmann, Novoferm)",EUR 0.5-15m typical,,,3,verified,4
Building & Facility Technical Services value chain > Technical FM & Building Envelope > Grünpflege & Winterdienst (GaLaBau-Pflege),Grünpflege & Winterdienst (GaLaBau-Pflege),79.2,62.5,49.5,Act now,open,5,5,4,5,3,3,3,1,"~19,898 GaLaBau firms (DE, 2025)",~EUR 11.1bn GaLaBau sector; small firms EUR 0.3-5m,,,4,verified,4
Building & Facility Technical Services value chain > Fire Protection Systems (Brandschutz) > Sprinkler & water-mist / water extinguishing systems,Sprinkler & water-mist / water extinguishing systems,75.0,62.5,46.9,Act now,open,5,3,5,4,3,4,3,1,Tens to low hundreds of qualified Errichter/Instandhalter (DE),EUR 2-30m typical; national players higher,,,4,verified,6
"Building & Facility Technical Services value chain > HVAC, Ventilation & Cooling Service > Ventilation/RLT Hygiene Inspection & Cleaning (VDI 6022) > Duct/RLT Cleaning & Disinfection",Duct/RLT Cleaning & Disinfection,75.0,62.5,46.9,Act now,open,4,5,4,3,4,4,4,1,~300-500 duct-cleaning firms,EUR 0.3-5m typical,,,3,verified,3
Building & Facility Technical Services value chain > Security & Access Systems > Video surveillance (CCTV / Videosicherheit) — install & service,Video surveillance (CCTV / Videosicherheit) — install & service,75.0,62.5,46.9,Act now,open,3,5,4,4,3,5,3,1,large overlapping Errichter/integrator population DE-wide,EUR 0.3-10m per integrator; video is a growing BHE Gewerk,,,4,verified,4
Building & Facility Technical Services value chain > Technical FM & Building Envelope > Gebäudereinigung (Industrie- & Gebäudereinigung) > Unterhaltsreinigung (recurring maintenance cleaning),Unterhaltsreinigung (recurring maintenance cleaning),70.8,62.5,44.2,Act now,open,5,5,3,5,2,3,3,1,"majority of the ~23,200 firms",EUR 0.3-5m typical SME,,,4,verified,2
"Building & Facility Technical Services value chain > HVAC, Ventilation & Cooling Service > Air-Conditioning Energy Inspection (§74 GEG / EPBD)",Air-Conditioning Energy Inspection (§74 GEG / EPBD),66.7,62.5,41.7,Too small,open,3,4,5,2,4,4,4,1,"~1,000-3,000 qualified inspectors (energy consultants + TÜV)",EUR 0.1-2m typical per office,,,3,verified,3
Building & Facility Technical Services value chain > Lift & Escalator Service > Lift modernisation & repair,Lift modernisation & repair,66.7,62.5,41.7,Act now,open,3,4,4,4,3,4,3,1,OEMs + several hundred independents,Project EUR 20k-150k/lift; repair EUR 0.5-5m firm revenue,,,4,verified,4
"Building & Facility Technical Services value chain > Plumbing, Sanitary & Water Hygiene (SHK) > Inside-Building Sewer & Drainage (Grundleitung)",Inside-Building Sewer & Drainage (Grundleitung),66.7,62.5,41.7,Act now,open,3,5,4,4,3,3,4,1,~thousands of Kanal/Rohrreinigung & Sanierung firms (DE),"EUR 300-1,500 inspection; EUR 5-30k relining",,,3,verified,4
Building & Facility Technical Services value chain > Fire Protection Systems (Brandschutz) > Portable extinguishers & wall-hydrant / water-supply service > Portable & mobile extinguishers (Feuerlöscher) service,Portable & mobile extinguishers (Feuerlöscher) service,83.3,50.0,41.6,Act now,open,5,5,5,4,4,3,2,1,Many hundreds of Sachkundigen/Prüfdienste (DE),EUR 0.3-3m typical,,,4,verified,4
"Building & Facility Technical Services value chain > Technical FM & Building Envelope > Schädlingsbekämpfung & Monitoring (FM-nah, food-overlap)","Schädlingsbekämpfung & Monitoring (FM-nah, food-overlap)",83.3,50.0,41.6,Act now,open,5,4,5,4,4,4,2,1,several thousand certified Schädlingsbekämpfer (IHK-geprüft) SMEs,"sector ~EUR 600-650m (2020, branchenweite Schätzung; korrigiert von der dated 2018-Statista-Prognose ~EUR 250m für 'Desinfektion & Schädlingsbekämpfung'); firms EUR 0.2-5m",,,4,verified,5
"Building & Facility Technical Services value chain > HVAC, Ventilation & Cooling Service > F-Gas Leak Checks & Refrigerant Compliance (F-Gase-VO / ChemKlimaschutzV)",F-Gas Leak Checks & Refrigerant Compliance (F-Gase-VO / ChemKlimaschutzV),91.7,45.0,41.3,Too late,restricted,5,5,5,4,4,5,4,1,"Thousands of certified persons across ~2,000-3,000 firms",Bundled into service contracts; EUR 0.5-5m typical firm,,,4,verified,4
Building & Facility Technical Services value chain > Lift & Escalator Service > Independent (non-OEM) lift maintenance & service > Full-service independent maintenance contracts,Full-service independent maintenance contracts,91.7,45.0,41.3,Too late,restricted,5,5,5,5,4,4,4,1,Hundreds of regional firms in DE,"EUR 0.5-5m typical; contract value ~EUR 1,000-3,000/lift/yr",,,4,verified,4
Building & Facility Technical Services value chain > Electrical Services & Building Automation > Building Energy Monitoring & Management,Building Energy Monitoring & Management,79.2,50.0,39.6,Act now,open,5,3,4,3,5,5,3,1,dozens to low-hundreds of software/service providers (DACH),EUR 0.5-20m; SaaS + service,,,3,verified,5
Building & Facility Technical Services value chain > Fire Protection Systems (Brandschutz) > Smoke & heat exhaust ventilation (RWA / SHEV),Smoke & heat exhaust ventilation (RWA / SHEV),79.2,50.0,39.6,Act now,open,5,4,5,3,4,4,3,1,Hundreds of RWA Fachbetriebe (DE),EUR 0.5-8m typical,,,3,verified,6
"Building & Facility Technical Services value chain > HVAC, Ventilation & Cooling Service > Ventilation/RLT Hygiene Inspection & Cleaning (VDI 6022) > RLT Hygiene Inspection (Erst-/Wiederholungsinspektion)",RLT Hygiene Inspection (Erst-/Wiederholungsinspektion),79.2,50.0,39.6,Act now,open,5,4,5,3,4,4,3,1,~300-600 certified inspection firms,EUR 0.2-3m typical,,,3,verified,3
Building & Facility Technical Services value chain > Technical FM & Building Envelope > Technisches Gebäudemanagement (TGM / Wartung-Bundles) > TGA-Wartung & Instandhaltung (HLK/Sanitär/Elektro),TGA-Wartung & Instandhaltung (HLK/Sanitär/Elektro),87.5,45.0,39.4,Too late,restricted,5,5,4,5,4,4,2,1,tens of thousands of SHK/TGA SMEs,EUR 0.5-10m typical,,,4,verified,3
Building & Facility Technical Services value chain > Electrical Services & Building Automation > PV / Solar Install & O&M,PV / Solar Install & O&M,60.8,62.5,38.0,Act now,open,3,5,3,5,3,4,4,3,"~6,166 PV-Installateure (DE, listflix 2024); technical O&M performed by a subset plus dedicated Betriebsführer",EUR 0.3-10m installers; O&M per-kWp fees,,,3,verified,4
Building & Facility Technical Services value chain > Fire Protection Systems (Brandschutz) > Emergency & safety lighting (Sicherheitsbeleuchtung),Emergency & safety lighting (Sicherheitsbeleuchtung),83.3,45.0,37.5,Too late,restricted,5,5,5,3,4,4,3,1,Hundreds+ (overlaps electrical trade) (DE),EUR 0.3-5m typical,,,3,verified,5
Building & Facility Technical Services value chain > Security & Access Systems > Alarm receiving & monitoring centres (NSL / Leitstellen),Alarm receiving & monitoring centres (NSL / Leitstellen),83.3,45.0,37.5,Too late,restricted,5,4,5,3,5,4,3,1,dozens of DIN EN 50518-certified NSL operators DE-wide (mostly SME),recurring EUR ~10-30/connection/month; operator revenue EUR 1-50m,,,3,verified,5
Building & Facility Technical Services value chain > Security & Access Systems > Fire + security integration (GMA / Gefahrenmeldeanlagen),Fire + security integration (GMA / Gefahrenmeldeanlagen),83.3,45.0,37.5,Too late,restricted,5,3,5,5,4,4,2,1,hundreds of certified Errichter (DIN 14675) DACH,"Brandmeldetechnik ~EUR 2.7bn (largest Gewerk, +3.9% 2025); firm-level EUR 1-50m",,,4,verified,5
"Building & Facility Technical Services value chain > Plumbing, Sanitary & Water Hygiene (SHK) > Heating Installation & Service (incl. Wärmepumpe) > Boiler / Heating Maintenance Contracts",Boiler / Heating Maintenance Contracts,83.3,45.0,37.5,Too late,restricted,5,5,3,5,4,4,3,1,Most of the ~48k SHK firms run maintenance books,EUR 120-250 per boiler/year,,,4,verified,4
Building & Facility Technical Services value chain > Technical FM & Building Envelope > Dach-Service & Flachdach-Inspektion (Dachdecker),Dach-Service & Flachdach-Inspektion (Dachdecker),79.2,45.0,35.6,Too late,restricted,4,5,4,5,3,4,4,1,"~13,700-15,200 Dachdeckerbetriebe (DE, 2024/2026)",~EUR 11-13bn sector; small firms EUR 0.3-3m,,,4,verified,5
"Building & Facility Technical Services value chain > HVAC, Ventilation & Cooling Service > Building Cooling / Chillers & Data-Centre Cooling",Building Cooling / Chillers & Data-Centre Cooling,79.2,45.0,35.6,Too late,restricted,5,4,3,4,4,5,3,1,"~500-1,000 firms (overlaps refrigeration trade)",EUR 1-15m typical,,,3,verified,4
"Building & Facility Technical Services value chain > Plumbing, Sanitary & Water Hygiene (SHK) > Backflow Prevention / RPZ & Systemtrenner Testing",Backflow Prevention / RPZ & Systemtrenner Testing,79.2,45.0,35.6,Too late,restricted,5,5,5,3,4,3,4,1,Subset of ~48k SHK firms with certified Prüfer,EUR 50-100 per BA separator test/year,,,3,verified,4
"Building & Facility Technical Services value chain > Electrical Services & Building Automation > Building Automation & GLT/BMS Integration (KNX/DDC/MSR) > GLT/BMS integration, service & modernization","GLT/BMS integration, service & modernization",70.8,50.0,35.4,Act now,open,4,4,3,4,3,5,3,1,hundreds of integrators/FM units in DACH,EUR 2-50m,,,3,verified,3
"Building & Facility Technical Services value chain > HVAC, Ventilation & Cooling Service > Cleanroom HVAC Qualification & Maintenance (overlaps Pharma)",Cleanroom HVAC Qualification & Maintenance (overlaps Pharma),70.8,50.0,35.4,Act now,open,4,3,5,3,4,4,3,1,~50-150 specialised qualification/service firms,EUR 0.5-10m typical,,,3,verified,4
Building & Facility Technical Services value chain > Electrical Services & Building Automation > Statutory Electrical Safety Testing (DGUV V3 / E-Check) > E-Check private / residential safety seal,E-Check private / residential safety seal,75.0,45.0,33.8,Too late,restricted,4,4,4,4,4,4,4,1,"~11,500 E-Check firms (DE)",EUR 0.2-3m firms,,,3,verified,3
"Building & Facility Technical Services value chain > HVAC, Ventilation & Cooling Service > Commercial & Industrial Refrigeration Service (Gewerbe-/Industriekälte) > Industrial Process Refrigeration & Ammonia/NH3 Plants",Industrial Process Refrigeration & Ammonia/NH3 Plants,75.0,45.0,33.8,Too late,restricted,5,4,5,3,3,4,4,1,~100-200 specialist industrial firms,EUR 2-20m typical,,,3,verified,4
Building & Facility Technical Services value chain > Fire Protection Systems (Brandschutz) > Gas & special extinguishing systems,Gas & special extinguishing systems,66.7,50.0,33.4,Act now,open,4,3,5,3,3,4,3,1,Tens of specialised Errichter (DE),EUR 2-25m typical,,,3,verified,4
Building & Facility Technical Services value chain > Technical FM & Building Envelope > Infrastrukturelles FM (Soft-Services-Bundle),Infrastrukturelles FM (Soft-Services-Bundle),66.7,50.0,33.4,Act now,open,5,4,3,5,2,3,2,1,top-25 IFM primes + regional multiservice SMEs,EUR 1m SME to EUR 3.2bn prime,,,4,verified,4
"Building & Facility Technical Services value chain > HVAC, Ventilation & Cooling Service > Heat-Pump Service & Maintenance (overlaps Energy)",Heat-Pump Service & Maintenance (overlaps Energy),74.2,45.0,33.4,Too late,restricted,4,5,3,5,3,5,2,2,"Very large: SHK trade + Kälte firms (tens of thousands, subset service HPs)",EUR 0.3-5m typical,,,4,verified,5
Building & Facility Technical Services value chain > Electrical Services & Building Automation > Electrical Installation & Service (Elektrohandwerk) > Residential & commercial installation / fit-out,Residential & commercial installation / fit-out,70.8,45.0,31.9,Too late,restricted,2,5,4,5,3,4,3,1,"majority of ~48,000 DE firms",EUR 0.3-3m typical,,,4,verified,4
Building & Facility Technical Services value chain > Electrical Services & Building Automation > Electrical Installation & Service (Elektrohandwerk) > Industrial electrical & switchgear (Schaltanlagenbau),Industrial electrical & switchgear (Schaltanlagenbau),70.8,45.0,31.9,Too late,restricted,3,4,4,5,3,4,4,1,several thousand DE specialists,EUR 1-20m,,,4,verified,3
Building & Facility Technical Services value chain > Technical FM & Building Envelope > Fassaden-/Glasreinigung & Höhenzugang (Seilzugangstechnik),Fassaden-/Glasreinigung & Höhenzugang (Seilzugangstechnik),70.8,45.0,31.9,Too late,restricted,4,5,5,3,3,3,4,1,hundreds of small Industriekletterer/Höhenreinigung firms,EUR 0.2-3m typical,,,3,verified,4
"Building & Facility Technical Services value chain > HVAC, Ventilation & Cooling Service > Commercial & Industrial Refrigeration Service (Gewerbe-/Industriekälte) > Commercial Refrigeration (Supermarket/Food Retail)",Commercial Refrigeration (Supermarket/Food Retail),70.8,45.0,31.9,Too late,restricted,5,4,4,3,3,4,3,1,~100-300 firms with retail focus,EUR 1-10m typical,,,3,verified,3
"Building & Facility Technical Services value chain > Plumbing, Sanitary & Water Hygiene (SHK) > Drinking-Water Hygiene & Legionella (TrinkwV) > Gefährdungsanalyse & Hygienic Remediation",Gefährdungsanalyse & Hygienic Remediation,70.8,45.0,31.9,Too late,restricted,3,4,5,3,4,4,4,1,~hundreds of hygiene Sachverständige + SHK firms,EUR 1-10k per analysis/remediation,,,3,verified,4
Building & Facility Technical Services value chain > Lift & Escalator Service > Platform lifts & accessibility (Treppenlifte / Homelifts install & service) > Platform / home lift maintenance & TÜV,Platform / home lift maintenance & TÜV,70.0,45.0,31.5,Too late,restricted,4,4,5,3,3,5,4,2,Dealers + independents,EUR 200-500/yr maintenance + EUR 150-300 biennial TÜV,,,3,verified,3
Building & Facility Technical Services value chain > Electrical Services & Building Automation > EV Charging Install & O&M (Ladeinfrastruktur),EV Charging Install & O&M (Ladeinfrastruktur),69.2,45.0,31.1,Too late,restricted,4,4,4,5,3,5,3,3,thousands of installing e-trade firms + specialists,EUR 0.3-10m,,,3,verified,6
"Building & Facility Technical Services value chain > Plumbing, Sanitary & Water Hygiene (SHK) > Heating Installation & Service (incl. Wärmepumpe) > Heat-Pump Install & Statutory Operational Check",Heat-Pump Install & Statutory Operational Check,65.0,45.0,29.2,Too late,restricted,3,5,4,5,3,4,3,3,Thousands of certified SHK firms; few national platforms,EUR 15-30k per install; check ~EUR 100-300,,,4,verified,4
Building & Facility Technical Services value chain > Electrical Services & Building Automation > Building Automation & GLT/BMS Integration (KNX/DDC/MSR) > KNX / room & lighting automation,KNX / room & lighting automation,62.5,45.0,28.1,Too late,restricted,3,5,2,3,4,4,4,1,hundreds of certified KNX partners (DACH),EUR 0.3-5m,,,3,verified,3
Building & Facility Technical Services value chain > Technical FM & Building Envelope > Gebäudereinigung (Industrie- & Gebäudereinigung) > Industrie- & Sonderreinigung,Industrie- & Sonderreinigung,62.5,45.0,28.1,Too late,restricted,4,4,4,4,2,3,3,1,several hundred specialist firms,EUR 1-30m,,,4,verified,3
Building & Facility Technical Services value chain > Security & Access Systems > Access control & electronic locking (Zutrittskontrolle) > Mechatronic locking systems (mechatronische Schließanlagen),Mechatronic locking systems (mechatronische Schließanlagen),62.5,45.0,28.1,Too late,restricted,4,4,3,3,3,4,4,1,authorised dealer networks of major brands DACH,EUR 0.3-5m per Fachhändler,,,3,verified,3
"Building & Facility Technical Services value chain > Plumbing, Sanitary & Water Hygiene (SHK) > Submetering & Heat-Cost Allocation (Messdienst)",Submetering & Heat-Cost Allocation (Messdienst),74.2,37.5,27.8,Too late,restricted,5,1,5,5,5,4,1,2,Oligopoly: ~5 majors + small local Messdienste,EUR 30-150 per unit/year; billion-EUR national market,,,4,verified,6
"Building & Facility Technical Services value chain > Technical FM & Building Envelope > Technisches Gebäudemanagement (TGM / Wartung-Bundles) > Prüfpflichtige Anlagen (Aufzüge, Brandschutz, DGUV-V3-Elektro)","Prüfpflichtige Anlagen (Aufzüge, Brandschutz, DGUV-V3-Elektro)",70.0,37.5,26.2,Too late,restricted,5,3,5,4,4,3,2,2,OEM lift majors + regional Elektro/Brandschutz inspection firms,EUR 1-50m,,,3,verified,3
"Building & Facility Technical Services value chain > Plumbing, Sanitary & Water Hygiene (SHK) > Sanitary Installation & Bathroom Modernisation > Barrier-Free / Age-Appropriate Bath (altersgerecht)",Barrier-Free / Age-Appropriate Bath (altersgerecht),57.5,45.0,25.9,Too late,restricted,2,5,3,4,2,5,4,2,Thousands of SHK/finishing firms + specialist franchises,EUR 10-30k per conversion,,,3,verified,3
"Building & Facility Technical Services value chain > Plumbing, Sanitary & Water Hygiene (SHK) > Building Water-Leak Monitoring & Water Management",Building Water-Leak Monitoring & Water Management,50.0,50.0,25.0,Watchlist,open,3,3,2,3,3,4,4,1,Few hardware OEMs + broad SHK installer base,"EUR 300-2,000 per system installed",,,2,verified,4
Building & Facility Technical Services value chain > Lift & Escalator Service > Platform lifts & accessibility (Treppenlifte / Homelifts install & service) > Stairlift / platform lift sales & installation,Stairlift / platform lift sales & installation,48.3,50.0,24.1,Watchlist,open,2,4,4,3,3,4,3,3,Many dealers/manufacturers,"EUR 4k-15k straight, up to EUR 25k+ curved",,,3,verified,3
Building & Facility Technical Services value chain > Lift & Escalator Service > Escalator & moving-walk service,Escalator & moving-walk service,58.3,37.5,21.9,Too small,restricted,5,2,4,2,4,3,2,1,Mainly the Big Four + a handful of specialists,Higher per-unit contract values than lifts,,,3,verified,4
Building & Facility Technical Services value chain > Security & Access Systems > Mechanical security & locksmithing (Schließanlagen / Schlüsseldienst),Mechanical security & locksmithing (Schließanlagen / Schlüsseldienst),45.8,45.0,20.6,Pass,restricted,2,5,2,3,2,3,4,1,"~2,900-6,400 Schlüsseldienst firms (DE); highly variable by database",EUR 0.1-1m typical; micro-firms,,,3,verified,5
Building & Facility Technical Services value chain > Lift & Escalator Service > OEM lift service (Big Four captive base),OEM lift service (Big Four captive base),83.3,8.0,6.7,Blocked,blocked,5,2,5,5,5,4,1,1,4 OEM groups + their second brands/participations,EUR 100m+ per OEM DE service unit; ~EUR 2.5bn total DE industry,,,4,verified,5
Building & Facility Technical Services value chain > Lift & Escalator Service > Statutory lift inspection (ZÜS / TIC overlap),Statutory lift inspection (ZÜS / TIC overlap),65.8,8.0,5.3,Blocked,blocked,5,2,5,3,5,3,2,2,"Handful of accredited ZÜS in DE (TÜV entities, DEKRA, plus smaller ZÜS)","~EUR 150-400 per inspection; multiplied over ~750,000 units biennially",,,3,verified,6
