path,name,attractiveness,actionability,blended,quadrant,investability,recurring,fragmentation,regulatory_demand,scale,margin,growth,headroom,reimbursement_risk,players_dach,revenue_band,pe_activity,why_now,confidence,status,n_sources
"Testing, Inspection & Certification value chain > Industrial NDT & Materials Testing > Conventional & Advanced NDT Field Services (UT/RT/PT/MT/VT) > Surface methods (PT/MT/VT)",Surface methods (PT/MT/VT),66.7,62.5,41.7,Act now,open,3,5,5,3,3,3,4,1,hundreds of small firms,EUR 0.3-2m typical,,,3,verified,3
"Testing, Inspection & Certification value chain > Construction, Structural & Real-Estate Inspection > Building Surveying & Defect Assessment (Bausachverständige / Baugutachter) > Property valuation & Wertgutachten",Property valuation & Wertgutachten,62.5,62.5,39.1,Act now,open,2,5,3,4,4,3,4,1,Thousands (overlaps Bausachverständige base),EUR 0.1-2m per practice,,,3,verified,3
"Testing, Inspection & Certification value chain > Calibration & Metrology > On-site / field calibration services (vor-Ort-Kalibrierung)",On-site / field calibration services (vor-Ort-Kalibrierung),61.7,62.5,38.6,Act now,open,4,4,4,3,4,3,4,2,Most accredited labs plus dedicated field teams (~hundreds),EUR 0.5-10m typical,,,3,verified,3
"Testing, Inspection & Certification value chain > Construction, Structural & Real-Estate Inspection > Facade, Concrete & Building Structural-Safety Inspection (Verkehrssicherheit)","Facade, Concrete & Building Structural-Safety Inspection (Verkehrssicherheit)",61.7,62.5,38.6,Act now,open,4,4,4,3,3,4,4,2,Hundreds of engineering/inspection firms,EUR 0.3-5m per firm,,,3,verified,5
"Testing, Inspection & Certification value chain > Calibration & Metrology > Accredited calibration laboratories (DAkkS/ISO 17025, fixed-lab) > Temperature, pressure, humidity & flow calibration","Temperature, pressure, humidity & flow calibration",75.0,50.0,37.5,Act now,open,4,4,4,4,4,4,2,1,~150+ thermo/pressure/flow scopes (DE/AT),EUR 1-20m,,,4,verified,6
"Testing, Inspection & Certification value chain > Periodic Technical & Safety Inspection > Electrical Installation Inspection (DGUV V3 / E-Check) > Fixed installations & machines (ortsfest)",Fixed installations & machines (ortsfest),74.2,50.0,37.1,Act now,open,4,4,5,4,4,4,2,2,Hundreds of Elektrofachbetriebe/Prüfservice,EUR 0.3-5m typical,,,4,verified,3
"Testing, Inspection & Certification value chain > Calibration & Metrology > Accredited calibration laboratories (DAkkS/ISO 17025, fixed-lab) > Dimensional metrology (Längenmesstechnik / 3D-Koordinatenmesstechnik)",Dimensional metrology (Längenmesstechnik / 3D-Koordinatenmesstechnik),57.5,62.5,35.9,Act now,open,4,4,4,3,3,3,4,2,~100+ dimensional scopes (DE),EUR 1-10m typical,,,3,verified,4
"Testing, Inspection & Certification value chain > Construction, Structural & Real-Estate Inspection > Geotechnical & Building-Material Site Testing (Baugrund- / Baustoffprüfung) > Building-material & on-site concrete testing (Baustoffprüfung)",Building-material & on-site concrete testing (Baustoffprüfung),57.5,62.5,35.9,Act now,open,3,5,4,3,3,3,3,2,Hundreds of accredited testing labs,EUR 0.2-3m per lab,,,4,verified,3
"Testing, Inspection & Certification value chain > Industrial NDT & Materials Testing > Materials & Mechanical Testing Labs (ISO 17025)",Materials & Mechanical Testing Labs (ISO 17025),70.8,50.0,35.4,Act now,open,3,4,5,4,4,3,3,1,several hundred accredited testing labs (DAkkS register),EUR 0.5-8m typical,,,3,verified,6
"Testing, Inspection & Certification value chain > Construction, Structural & Real-Estate Inspection > Geotechnical & Building-Material Site Testing (Baugrund- / Baustoffprüfung) > Geotechnical / soil investigation (Baugrundgutachten)",Geotechnical / soil investigation (Baugrundgutachten),54.2,62.5,33.9,Watchlist,open,2,5,4,3,3,2,4,1,Hundreds of geotechnical offices,EUR 0.3-5m per firm,,,3,verified,4
"Testing, Inspection & Certification value chain > Calibration & Metrology > Accredited calibration laboratories (DAkkS/ISO 17025, fixed-lab) > Electrical & RF/HF calibration",Electrical & RF/HF calibration,66.7,50.0,33.4,Act now,open,4,4,4,3,4,3,3,1,~80-150 electrical/RF scopes (DE),EUR 1-15m,,,3,verified,5
"Testing, Inspection & Certification value chain > Industrial NDT & Materials Testing > Conventional & Advanced NDT Field Services (UT/RT/PT/MT/VT) > Volumetric & advanced UT (PAUT/TOFD, RT/digital radiography)","Volumetric & advanced UT (PAUT/TOFD, RT/digital radiography)",66.7,50.0,33.4,Act now,open,3,4,5,3,3,4,3,1,~100-200 specialised firms/units,EUR 1-15m,,,3,verified,4
"Testing, Inspection & Certification value chain > Periodic Technical & Safety Inspection > Pressure Equipment & Tank Systems (BetrSichV / ÜAnlG) > Filling stations & fuel/chemical tank systems",Filling stations & fuel/chemical tank systems,74.2,45.0,33.4,Too late,restricted,5,4,5,4,4,3,4,2,Hundreds of Sachverständige + big-4 orgs,Regional firms EUR 0.5-3m typical,,,3,verified,3
"Testing, Inspection & Certification value chain > Industrial NDT & Materials Testing > Dimensional & Geometric Metrology Services (CMM/CT Lohnmessung)",Dimensional & Geometric Metrology Services (CMM/CT Lohnmessung),53.3,62.5,33.3,Watchlist,open,3,5,3,3,3,3,4,2,~100-300 measuring-service firms,EUR 0.3-5m typical,,,3,verified,4
"Testing, Inspection & Certification value chain > Calibration & Metrology > Accredited calibration laboratories (DAkkS/ISO 17025, fixed-lab) > Torque & force calibration",Torque & force calibration,62.5,50.0,31.2,Act now,open,4,3,4,3,4,3,2,1,~40-80 torque/force scopes (DE),EUR 1-15m,,,4,verified,5
"Testing, Inspection & Certification value chain > Industrial NDT & Materials Testing > Metallurgical & Failure Analysis (VDI 3822)",Metallurgical & Failure Analysis (VDI 3822),50.0,62.5,31.2,Too small,open,2,4,3,2,4,3,4,1,~50-150 specialist labs/experts,EUR 0.3-5m typical,,,3,verified,6
"Testing, Inspection & Certification value chain > Periodic Technical & Safety Inspection > Statutory Vehicle Inspection (HU/AU §29 StVZO) > Passenger car & motorcycle HU/AU",Passenger car & motorcycle HU/AU,69.2,45.0,31.1,Too late,restricted,5,3,5,5,4,3,2,3,4 orgs; thousands of franchised test points,HU car ~EUR 60-140 per event,,,4,verified,4
"Testing, Inspection & Certification value chain > Periodic Technical & Safety Inspection > Elevator & Escalator Inspection (BetrSichV / ZÜS)",Elevator & Escalator Inspection (BetrSichV / ZÜS),65.8,45.0,29.6,Too late,restricted,5,2,5,3,5,3,2,2,9 accredited lift ZÜS in Germany,"~657,000 lifts inspected 2022; per-lift few-hundred-EUR fees",,,4,verified,4
"Testing, Inspection & Certification value chain > Construction, Structural & Real-Estate Inspection > Real-Estate Technical Due Diligence (TDD)",Real-Estate Technical Due Diligence (TDD),54.2,50.0,27.1,Watchlist,open,3,3,3,3,4,3,3,1,Dozens of larger providers plus specialist engineering offices,EUR 1-20m+ (larger TIC) down to EUR 0.5-3m specialists,,,3,verified,5
"Testing, Inspection & Certification value chain > Calibration & Metrology > Utility-meter verification – state-recognised test bodies (staatlich anerkannte Prüfstellen)",Utility-meter verification – state-recognised test bodies (staatlich anerkannte Prüfstellen),57.5,45.0,25.9,Too small,restricted,5,3,5,2,3,3,4,2,"278 staatlich anerkannte Prüfstellen (DE, 2024)",EUR 0.5-10m (utility-embedded units),,,3,verified,4
"Testing, Inspection & Certification value chain > Construction, Structural & Real-Estate Inspection > Structural Design Review & Prüfstatik (Prüfingenieure / Prüfsachverständige) > Recurring inspection of Sonderbauten & Fliegende Bauten",Recurring inspection of Sonderbauten & Fliegende Bauten,52.5,45.0,23.6,Too small,restricted,4,3,5,2,4,3,4,3,Hundreds of Prüfsachverständige plus TIC bodies,EUR 0.5-5m per operator,,,3,verified,4
"Testing, Inspection & Certification value chain > Industrial NDT & Materials Testing > Welding Procedure & Welder Certification (SLV/DVS)",Welding Procedure & Welder Certification (SLV/DVS),61.7,37.5,23.1,Too late,restricted,4,3,5,3,4,3,2,2,~15-25 SLV/GSI sites + recognised exam bodies,EUR 2-20m per SLV site (incl. training),,,3,verified,5
"Testing, Inspection & Certification value chain > Construction, Structural & Real-Estate Inspection > Building Surveying & Defect Assessment (Bausachverständige / Baugutachter) > Bauschaden- & Mängelgutachten (damage/defect reports)",Bauschaden- & Mängelgutachten (damage/defect reports),49.2,45.0,22.1,Pass,restricted,2,5,3,3,3,3,5,2,Thousands of individual experts,EUR 0.1-1m per practice,,,3,verified,3
"Testing, Inspection & Certification value chain > Industrial NDT & Materials Testing > Plant, Pipeline & Tank In-Service Integrity Inspection (BetrSichV/ZÜS) > Refinery/chemical turnaround & piping inspection",Refinery/chemical turnaround & piping inspection,48.3,45.0,21.7,Pass,restricted,4,4,5,3,2,2,3,3,dozens of specialist contractors + ZÜS,EUR 2-30m project campaigns,,,3,verified,3
"Testing, Inspection & Certification value chain > Construction, Structural & Real-Estate Inspection > Energy Performance Certification & GEG Energy Advisory (Energieausweis / Energieberatung) > Subsidised energy advisory (iSFP / BAFA / KfW)",Subsidised energy advisory (iSFP / BAFA / KfW),42.5,45.0,19.1,Pass,restricted,3,5,4,4,2,3,5,5,"~14,000 listed experts (overlaps issuance)",EUR 0.1-1.5m per practice,,,4,verified,4
"Testing, Inspection & Certification value chain > Construction, Structural & Real-Estate Inspection > Chimney Sweeping - statutory (Schornsteinfeger)",Chimney Sweeping - statutory (Schornsteinfeger),55.8,8.0,4.5,Blocked,blocked,5,5,5,3,3,2,5,4,"~7,700 Kehrbezirke; ~6,500-7,300 businesses (DE); sector ~EUR 1.5bn (2019)",EUR 0.1-0.5m per Kehrbezirk business,,,4,verified,6
"Testing, Inspection & Certification value chain > Periodic Technical & Safety Inspection > Statutory Vehicle Inspection (HU/AU §29 StVZO) > Commercial-vehicle safety inspection (SP §29 StVZO)",Commercial-vehicle safety inspection (SP §29 StVZO),55.8,8.0,4.5,Blocked,blocked,5,3,5,3,4,3,1,4,4 orgs + SP-authorised Kfz-Werkstätten,SP EUR 40-90 per event; higher HGV HU fees,,,4,verified,3
"Testing, Inspection & Certification value chain > Periodic Technical & Safety Inspection > Pressure Equipment & Tank Systems (BetrSichV / ÜAnlG) > Pressure vessels, boilers & piping","Pressure vessels, boilers & piping",52.5,8.0,4.2,Blocked,blocked,5,2,5,2,4,3,1,3,~9-plus accredited ZÜS bodies,Part of >EUR 100m industrial-inspection lines of the big TÜVs,,,4,verified,3
"Testing, Inspection & Certification value chain > Construction, Structural & Real-Estate Inspection > Structural Design Review & Prüfstatik (Prüfingenieure / Prüfsachverständige) > Prüfstatik / structural & fire-safety design review",Prüfstatik / structural & fire-safety design review,45.0,8.0,3.6,Blocked,blocked,2,3,5,2,4,2,3,2,~600 Prüfingenieure (DE),EUR 0.3-3m per practice,,,4,verified,4
"Testing, Inspection & Certification value chain > Calibration & Metrology > Legal metrology – verification (Eichung) of trade measuring instruments",Legal metrology – verification (Eichung) of trade measuring instruments,44.2,8.0,3.5,Blocked,blocked,5,2,5,2,3,2,2,3,16 Landeseichbehörden (DE) + private Eichvorbereitung firms,Public fees; private prep firms EUR 0.5-5m,,,4,verified,6
"Testing, Inspection & Certification value chain > Periodic Technical & Safety Inspection > Explosion Protection Inspection (ATEX / TRBS 1201)",Explosion Protection Inspection (ATEX / TRBS 1201),91.7,0.0,0.0,Unrated,open,5,4,5,0,0,0,0,0,Specialist Ex-Sachverständigenbüros + big-4 orgs,EUR 0.5-5m typical for specialist engineering firms,,,3,grounded,2
"Testing, Inspection & Certification value chain > Product Testing & Certification > CE Marking & Conformity Assessment (horizontal) > Notified-Body EU Type-Examination",Notified-Body EU Type-Examination,58.3,0.0,0.0,Unrated,open,3,2,5,0,0,0,0,0,~10-30 notified bodies per directive,embedded in >EUR 500m TIC groups,,,4,grounded,1
"Testing, Inspection & Certification value chain > Product Testing & Certification > CE Marking & Conformity Assessment (horizontal) > CE Coordination & Technical-File Consultancy",CE Coordination & Technical-File Consultancy,83.3,0.0,0.0,Unrated,open,3,5,5,0,0,0,0,0,hundreds of small firms,EUR 0.2-3m typical,,,4,grounded,1
"Testing, Inspection & Certification value chain > Product Testing & Certification > Electrical Product Safety & EMC/EMV Testing > EMC / EMV Lab Testing",EMC / EMV Lab Testing,83.3,0.0,0.0,Unrated,open,3,5,5,0,0,0,0,0,many dozens of accredited EMC labs,EUR 0.5-8m typical,,,4,grounded,1
"Testing, Inspection & Certification value chain > Product Testing & Certification > Electrical Product Safety & EMC/EMV Testing > Electrical Safety (Low Voltage) Testing",Electrical Safety (Low Voltage) Testing,75.0,0.0,0.0,Unrated,open,3,4,5,0,0,0,0,0,dozens of labs,EUR 0.5-10m,,,3,grounded,1
"Testing, Inspection & Certification value chain > Product Testing & Certification > Wireless / Radio Equipment (RED)",Wireless / Radio Equipment (RED),83.3,0.0,0.0,Unrated,open,4,4,5,0,0,0,0,0,dozens of radio/EMC labs,EUR 0.5-8m typical,,,4,grounded,3
"Testing, Inspection & Certification value chain > Product Testing & Certification > Machinery Safety & Functional Safety > Machinery Directive Type-Examination (Annex IV)",Machinery Directive Type-Examination (Annex IV),66.7,0.0,0.0,Unrated,open,3,3,5,0,0,0,0,0,~10-20 relevant NBs,within large TIC groups,,,4,grounded,1
"Testing, Inspection & Certification value chain > Product Testing & Certification > Machinery Safety & Functional Safety > Functional Safety (IEC 61508 / SIL) Assessment",Functional Safety (IEC 61508 / SIL) Assessment,58.3,0.0,0.0,Unrated,open,3,3,4,0,0,0,0,0,tens of specialist firms,EUR 0.5-5m typical,,,3,grounded,2
"Testing, Inspection & Certification value chain > Product Testing & Certification > Toys & Consumer Products (GS mark) > Toy Testing (EN 71)",Toy Testing (EN 71),83.3,0.0,0.0,Unrated,open,4,4,5,0,0,0,0,0,dozens of accredited labs,EUR 0.5-10m,,,4,grounded,1
"Testing, Inspection & Certification value chain > Product Testing & Certification > Toys & Consumer Products (GS mark) > GS-Mark Consumer Product Certification",GS-Mark Consumer Product Certification,66.7,0.0,0.0,Unrated,open,4,3,4,0,0,0,0,0,limited set of recognised GS-Stellen,within large TIC groups,,,4,grounded,1
"Testing, Inspection & Certification value chain > Product Testing & Certification > Construction Products (CPR / Ü-Zeichen / abZ)",Construction Products (CPR / Ü-Zeichen / abZ),83.3,0.0,0.0,Unrated,open,4,4,5,0,0,0,0,0,many MPAs/PÜZ-Stellen + DIBt-recognised bodies,EUR 1-20m (MPAs) to small labs EUR 0.5-3m,,,4,grounded,3
"Testing, Inspection & Certification value chain > Product Testing & Certification > Pressure & Gas Appliances (PED / GAR)",Pressure & Gas Appliances (PED / GAR),66.7,0.0,0.0,Unrated,open,3,3,5,0,0,0,0,0,~10-25 notified bodies active in DACH,within large TIC/industrial-service groups,,,3,grounded,2
"Testing, Inspection & Certification value chain > Product Testing & Certification > Medical-Device Notified Bodies (light - overlaps medical)",Medical-Device Notified Bodies (light - overlaps medical),66.7,0.0,0.0,Unrated,open,4,2,5,0,0,0,0,0,handful of German MDR notified bodies (of ~52 EU-wide),within large TIC groups,,,4,grounded,2
"Testing, Inspection & Certification value chain > Fire & Occupational-Safety Inspection & Advisory > Fire-Safety Expert Inspection & Advisory (Brandschutz) > External Brandschutzbeauftragte / Fire-Safety Officer outsourcing",External Brandschutzbeauftragte / Fire-Safety Officer outsourcing,91.7,0.0,0.0,Unrated,open,4,5,5,0,0,0,0,0,hundreds to low thousands of providers/freelancers,70-150 EUR/h; small-firm revenue EUR 0.1-1m,,,4,grounded,2
"Testing, Inspection & Certification value chain > Fire & Occupational-Safety Inspection & Advisory > Fire-Safety Expert Inspection & Advisory (Brandschutz) > Brandschutzkonzepte & Prüfsachverständige Brandschutz",Brandschutzkonzepte & Prüfsachverständige Brandschutz,66.7,0.0,0.0,Unrated,open,2,4,5,0,0,0,0,0,several hundred state-recognised Prüfsachverständige/-ingenieure Brandschutz,EUR 0.3-5m per Ingenieurbüro; concepts EUR 5k-50k+ per project,,,4,grounded,2
"Testing, Inspection & Certification value chain > Fire & Occupational-Safety Inspection & Advisory > Occupational-Safety Technical Services (Sicherheitstechnische Betreuung / external SiFa) > Überbetrieblicher Sicherheitsdienst (ÜBS) & retained external SiFa",Überbetrieblicher Sicherheitsdienst (ÜBS) & retained external SiFa,100.0,0.0,0.0,Unrated,open,5,5,5,0,0,0,0,0,very large long tail of regional/solo SiFa providers,EUR 0.1-2m per office,,,3,grounded,2
"Testing, Inspection & Certification value chain > Fire & Occupational-Safety Inspection & Advisory > Hazard Assessment & Compliance Documentation (Gefährdungsbeurteilung) > Psychische Gefährdungsbeurteilung (psychological risk assessment)",Psychische Gefährdungsbeurteilung (psychological risk assessment),83.3,0.0,0.0,Unrated,open,3,5,5,0,0,0,0,0,many boutique providers + software-enabled entrants,EUR 0.1-2m; projects EUR 3k-30k,,,4,grounded,1
"Testing, Inspection & Certification value chain > Fire & Occupational-Safety Inspection & Advisory > Hazard Assessment & Compliance Documentation (Gefährdungsbeurteilung) > Explosionsschutzdokument (explosion-protection document)",Explosionsschutzdokument (explosion-protection document),83.3,0.0,0.0,Unrated,open,3,5,5,0,0,0,0,0,dozens+ of specialised Ex-Schutz consultancies plus TÜV/DEKRA units,documents from ~975-990 EUR; office revenue EUR 0.2-3m,,,4,grounded,2
"Testing, Inspection & Certification value chain > Fire & Occupational-Safety Inspection & Advisory > Construction Site Safety Coordination (SiGeKo / Baustellenverordnung)",Construction Site Safety Coordination (SiGeKo / Baustellenverordnung),83.3,0.0,0.0,Unrated,open,3,5,5,0,0,0,0,0,many hundreds of certified SiGeKo (freelancers + offices),EUR 0.1-3m per office; day-rates / project fees,,,4,grounded,2
"Testing, Inspection & Certification value chain > Fire & Occupational-Safety Inspection & Advisory > External Occupational Physicians / Arbeitsmedizinische Betreuung (light)",External Occupational Physicians / Arbeitsmedizinische Betreuung (light),83.3,0.0,0.0,Unrated,open,5,3,5,0,0,0,0,0,several large groups + regional occupational-medicine practices,EUR 100-200+/h physician time; group revenues EUR 100m+,,,3,grounded,2
"Testing, Inspection & Certification value chain > Fire & Occupational-Safety Inspection & Advisory > Workplace Exposure Measurement (Gefahrstoffe / Lärm)",Workplace Exposure Measurement (Gefahrstoffe / Lärm),75.0,0.0,0.0,Unrated,open,3,4,5,0,0,0,0,0,dozens of DAkkS-accredited Messstellen (BUA directory),EUR 0.5-10m; per measurement campaign EUR 2k-20k,,,4,grounded,2
"Testing, Inspection & Certification value chain > Fire & Occupational-Safety Inspection & Advisory > Safety & Emergency Training (Brandschutzhelfer / Ersthelfer)",Safety & Emergency Training (Brandschutzhelfer / Ersthelfer),83.3,0.0,0.0,Unrated,open,4,5,4,0,0,0,0,0,many hundreds of training providers nationwide,EUR 0.1-3m; courses ~EUR 30-100 per participant / per-day rates,,,4,grounded,2
"Testing, Inspection & Certification value chain > Management-System & Process Certification > Generic ISO Management-System Certification (ISO 9001/14001/45001) > Quality Management (ISO 9001)",Quality Management (ISO 9001),75.0,0.0,0.0,Unrated,open,5,3,4,0,0,0,0,0,All ~40-60 ISO 17021 bodies offer it,EUR 3-15k per site/year,,,4,grounded,1
"Testing, Inspection & Certification value chain > Management-System & Process Certification > Generic ISO Management-System Certification (ISO 9001/14001/45001) > Environmental & OH&S (ISO 14001 / ISO 45001)",Environmental & OH&S (ISO 14001 / ISO 45001),75.0,0.0,0.0,Unrated,open,5,3,4,0,0,0,0,0,Same body pool as ISO 9001,EUR 2-10k incremental per standard/site,,,3,grounded,1
"Testing, Inspection & Certification value chain > Management-System & Process Certification > Information-Security & Data Certification (ISO 27001 / TISAX / BSI) > ISO/IEC 27001 ISMS Certification",ISO/IEC 27001 ISMS Certification,83.3,0.0,0.0,Unrated,open,5,3,5,0,0,0,0,0,~30-50 accredited bodies,EUR 8-40k per cycle,,,4,grounded,1
"Testing, Inspection & Certification value chain > Management-System & Process Certification > Information-Security & Data Certification (ISO 27001 / TISAX / BSI) > TISAX Automotive Information-Security Assessment",TISAX Automotive Information-Security Assessment,66.7,0.0,0.0,Unrated,open,4,2,5,0,0,0,0,0,"Limited curated ENX audit-provider pool (dozens globally, DE-heavy)",EUR 10-50k per label cycle,,,4,grounded,2
"Testing, Inspection & Certification value chain > Management-System & Process Certification > Sector-Specific QMS Certification (IATF 16949 / EN 9100)",Sector-Specific QMS Certification (IATF 16949 / EN 9100),75.0,0.0,0.0,Unrated,open,5,2,5,0,0,0,0,0,Handful of IATF/IAQG-licensed bodies in DACH,EUR 10-60k per certification cycle,,,4,grounded,3
"Testing, Inspection & Certification value chain > Management-System & Process Certification > Energy & Environmental Management Certification (ISO 50001 / EMAS)",Energy & Environmental Management Certification (ISO 50001 / EMAS),83.3,0.0,0.0,Unrated,open,5,3,5,0,0,0,0,0,Dozens of accredited bodies + registered EMAS verifiers,EUR 5-30k per certification cycle,,,4,grounded,2
"Testing, Inspection & Certification value chain > Management-System & Process Certification > Sustainability / ESG & CSRD Assurance",Sustainability / ESG & CSRD Assurance,75.0,0.0,0.0,Unrated,open,5,2,5,0,0,0,0,0,Big Four + a handful of mid-tier WP firms (registered sustainability auditors),EUR 50k-1m+ per engagement depending on group size,,,4,grounded,3
"Testing, Inspection & Certification value chain > Management-System & Process Certification > Supply-Chain & Social-Compliance Audits (SMETA / BSCI / LkSG)",Supply-Chain & Social-Compliance Audits (SMETA / BSCI / LkSG),83.3,0.0,0.0,Unrated,open,4,4,5,0,0,0,0,0,Several majors + long tail of specialist/APSCA-registered auditors,EUR 1-5k per supplier audit; programme mandates EUR 0.5-5m,,,4,grounded,3
"Testing, Inspection & Certification value chain > Management-System & Process Certification > Product-Chain, Organic & Regulated-Process Certification (light)","Product-Chain, Organic & Regulated-Process Certification (light)",83.3,0.0,0.0,Unrated,open,5,3,5,0,0,0,0,0,~19 authorised organic control bodies in DE; niche GxP process auditors,EUR 0.5-5k per inspection; bodies EUR 1-20m revenue,,,4,grounded,3
