path,name,attractiveness,actionability,blended,quadrant,investability,recurring,fragmentation,regulatory_demand,scale,margin,growth,headroom,reimbursement_risk,players_dach,revenue_band,pe_activity,why_now,confidence,status,n_sources
Environmental Services value chain > Hazardous-Materials & Pollutant Removal > Radon mitigation (Radonsanierung),Radon mitigation (Radonsanierung),53.3,75.0,40.0,Too small,open,3,5,4,2,2,4,5,2,Small/emerging — tens of specialised firms via WTA/mitigation networks,EUR 0.1-1m typical,,,3,verified,3
"Environmental Services value chain > Environmental Consulting, Monitoring & Compliance > Outsourced Statutory Environmental Officers (Betriebsbeauftragte) > Abfall- & Gewässerschutzbeauftragter (§59 KrWG / §64 WHG)",Abfall- & Gewässerschutzbeauftragter (§59 KrWG / §64 WHG),87.5,45.0,39.4,Too late,restricted,5,5,5,3,5,4,5,1,~hundreds,EUR 3-20k per mandate/year,,,3,verified,3
"Environmental Services value chain > Environmental Consulting, Monitoring & Compliance > Environmental Permitting & Genehmigungsplanung (BImSchG) > Environmental Impact Assessment (UVP) & dispersion/immission modelling",Environmental Impact Assessment (UVP) & dispersion/immission modelling,61.7,62.5,38.6,Act now,open,2,4,5,3,4,4,4,2,~subset of permitting firms,EUR 15-150k per study,,,3,verified,3
"Environmental Services value chain > Hazardous-Materials & Pollutant Removal > Other building pollutant remediation (KMF, PCB, PAK, lead, heavy metals) > PCB / PAK / PCP & heavy-metal decontamination (TRGS 524)",PCB / PAK / PCP & heavy-metal decontamination (TRGS 524),61.7,62.5,38.6,Act now,open,3,4,5,4,2,4,4,2,Several hundred contaminated-area specialists,EUR 0.5-5m typical,,,3,verified,4
"Environmental Services value chain > Environmental Consulting, Monitoring & Compliance > Emissions & Immissions Measurement (accredited Messstellen) > Workplace hazardous-substance / exposure measurement (TRGS 402)",Workplace hazardous-substance / exposure measurement (TRGS 402),70.0,50.0,35.0,Act now,open,4,4,5,3,4,4,3,2,~50-100 accredited bodies (IFA/BUA listed),EUR 0.5-5m typical body,,,3,verified,2
"Environmental Services value chain > Environmental Consulting, Monitoring & Compliance > ESG / CSRD Reporting & Carbon Accounting Advisory > CSRD / ESRS reporting & double-materiality advisory",CSRD / ESRS reporting & double-materiality advisory,55.0,62.5,34.4,Act now,open,4,5,5,4,4,2,3,5,~hundreds of advisors,EUR 15-150k per engagement,,,4,verified,4
Environmental Services value chain > Industrial & Sewer Cleaning Services > Industrial High-Pressure & Vacuum Cleaning (Hoechstdruck / Saugtechnik) > UHP Water Jetting (Wasserhoechstdruck),UHP Water Jetting (Wasserhoechstdruck),53.3,62.5,33.3,Watchlist,open,3,4,4,4,2,3,4,2,~150-300 firms (DACH),EUR 1-30m,,,3,verified,2
"Environmental Services value chain > Environmental Consulting, Monitoring & Compliance > ESG / CSRD Reporting & Carbon Accounting Advisory > EMAS environmental management & Umweltgutachter verification",EMAS environmental management & Umweltgutachter verification,70.8,45.0,31.9,Too small,restricted,5,4,5,2,4,3,4,1,~260 approved Umweltgutachter/orgs (DE),EUR 5-50k per validation cycle,,,3,verified,2
"Environmental Services value chain > Environmental Consulting, Monitoring & Compliance > ESG / CSRD Reporting & Carbon Accounting Advisory > Carbon footprint (CCF/PCF) & climate-strategy consulting",Carbon footprint (CCF/PCF) & climate-strategy consulting,50.8,62.5,31.8,Watchlist,open,4,5,4,3,4,3,3,5,~many boutiques + software vendors,EUR 10-100k per project,,,4,verified,4
"Environmental Services value chain > Hazardous-Materials & Pollutant Removal > Asbestos removal & abatement (Asbestsanierung, TRGS 519) > Weakly-bound asbestos & ASI works (Spritzasbest, TRGS 519 full Sachkunde)","Weakly-bound asbestos & ASI works (Spritzasbest, TRGS 519 full Sachkunde)",70.0,45.0,31.5,Too late,restricted,4,4,5,4,3,4,4,2,Several hundred fully-licensed firms (DE),EUR 1-10m typical,,,3,verified,3
"Environmental Services value chain > Environmental Consulting, Monitoring & Compliance > Emissions & Immissions Measurement (accredited Messstellen) > Stack / plant emission testing (air pollutants)",Stack / plant emission testing (air pollutants),65.8,45.0,29.6,Too late,restricted,5,4,5,3,3,3,3,2,~150 bodies (subset of §29b),EUR 5-50k per campaign,,,4,verified,5
Environmental Services value chain > Hazardous-Materials & Pollutant Removal > Industrial decontamination & plant dismantling (Industrierückbau/Dekontamination),Industrial decontamination & plant dismantling (Industrierückbau/Dekontamination),57.5,50.0,28.8,Act now,open,3,3,5,4,2,4,3,2,Hundreds of Industrierückbau/demontage firms (DE),EUR 1-50m+ project-based,,,3,verified,4
Environmental Services value chain > Industrial & Sewer Cleaning Services > Trenchless Sewer & Pipe Rehabilitation (Kanalsanierung / Schlauchlining),Trenchless Sewer & Pipe Rehabilitation (Kanalsanierung / Schlauchlining),52.5,50.0,26.2,Watchlist,open,2,4,4,5,2,4,2,3,~300-600 installers (DE),EUR 1-50m; large multi-site players higher,,,4,verified,4
"Environmental Services value chain > Environmental Consulting, Monitoring & Compliance > Ecological Surveying & Environmental Construction Supervision (Umweltbaubegleitung) > Faunistic/floristic mapping & species-protection assessment (saP)",Faunistic/floristic mapping & species-protection assessment (saP),56.7,45.0,25.5,Too late,restricted,3,5,5,3,3,3,5,3,~hundreds of firms/freelancers,EUR 10-150k per project,,,3,verified,3
Environmental Services value chain > Hazardous-Materials & Pollutant Removal > Fire & water damage restoration (Brand-/Wasserschadensanierung) > Fire/soot damage restoration (Brandschaden),Fire/soot damage restoration (Brandschaden),48.3,50.0,24.1,Watchlist,open,4,3,4,3,3,3,3,3,~122 dedicated fire-damage firms (DE),EUR 0.5-10m typical,,,3,verified,3
Environmental Services value chain > Industrial & Sewer Cleaning Services > Hazardous & Confined-Space Industrial Cleaning (Gefahrstoff- / Behaelterbefahrung),Hazardous & Confined-Space Industrial Cleaning (Gefahrstoff- / Behaelterbefahrung),53.3,45.0,24.0,Pass,restricted,3,3,5,3,3,3,3,2,~100-250 qualified firms (DACH),EUR 2-50m; often within industrial-service groups,,,3,verified,4
Environmental Services value chain > Recycling & Materials Recovery > Metal Scrap Recycling (Schrott / NE-Metalle) > Ferrous scrap (Stahl-/Eisenschrott),Ferrous scrap (Stahl-/Eisenschrott),38.3,62.5,23.9,Watchlist,open,4,5,3,4,1,3,3,5,hundreds of regional yards,EUR 1-10m typical,,,4,verified,3
Environmental Services value chain > Industrial & Sewer Cleaning Services > Road & Surface Drainage Cleaning (Strassenablauf / Gully- / Sinkkastenreinigung),Road & Surface Drainage Cleaning (Strassenablauf / Gully- / Sinkkastenreinigung),51.7,45.0,23.3,Pass,restricted,5,4,4,4,2,3,3,4,"~500-1,000 firms bidding (DE)",EUR 0.3-10m; contract-scale dependent,,,3,verified,4
"Environmental Services value chain > Recycling & Materials Recovery > WEEE / Electronic Waste Recycling (Elektroschrott, ElektroG) > Collection & first-treatment (Erstbehandlung)",Collection & first-treatment (Erstbehandlung),55.8,37.5,20.9,Too late,restricted,4,4,5,4,2,4,2,4,hundreds of certified plants (DE),EUR 2-30m,,,3,verified,3
"Environmental Services value chain > Industrial & Sewer Cleaning Services > Tank, Silo & Vessel Cleaning (Tank-/Silo-/Behaelterreinigung)","Tank, Silo & Vessel Cleaning (Tank-/Silo-/Behaelterreinigung)",53.3,37.5,20.0,Pass,restricted,3,4,5,3,2,3,2,2,~150-400 firms/stations (DACH),EUR 1-30m,,,3,verified,6
Environmental Services value chain > Industrial & Sewer Cleaning Services > Industrial High-Pressure & Vacuum Cleaning (Hoechstdruck / Saugtechnik) > Industrial Vacuum / Suction & Disposal (Saug- und Entsorgungstechnik),Industrial Vacuum / Suction & Disposal (Saug- und Entsorgungstechnik),52.5,37.5,19.7,Pass,restricted,3,4,4,4,3,3,2,3,~150-300 firms (DACH),EUR 2-50m,,,3,verified,4
Environmental Services value chain > Recycling & Materials Recovery > Metal Scrap Recycling (Schrott / NE-Metalle) > Non-ferrous & precious metals (NE-Metalle),Non-ferrous & precious metals (NE-Metalle),39.2,50.0,19.6,Watchlist,open,4,3,3,4,2,3,2,4,dozens of specialist processors + few smelters,EUR 5m-1bn+,,,4,verified,4
Environmental Services value chain > Recycling & Materials Recovery > Plastics Recycling & Recyclate (Kunststoffrecycling / Rezyklat) > Mechanical recycling & recyclate production,Mechanical recycling & recyclate production,30.0,62.5,18.8,Watchlist,open,3,4,4,4,1,2,3,5,hundreds,EUR 3-100m,,,4,verified,4
Environmental Services value chain > Recycling & Materials Recovery > Plastics Recycling & Recyclate (Kunststoffrecycling / Rezyklat) > Chemical recycling (emerging),Chemical recycling (emerging),17.5,45.0,7.9,Too small,restricted,2,2,4,2,1,4,4,5,<20 technology players (DACH),pre-revenue to EUR 50m,,,4,verified,4
"Environmental Services value chain > Recycling & Materials Recovery > Paper, Glass & Textile Recycling (commodity streams) > Paper & cardboard (Altpapier)",Paper & cardboard (Altpapier),38.3,8.0,3.1,Blocked,blocked,4,4,3,4,2,3,2,5,"several hundred (DE, mostly SME)",EUR 1-50m,,,3,verified,3
"Environmental Services value chain > Recycling & Materials Recovery > WEEE / Electronic Waste Recycling (Elektroschrott, ElektroG) > Precious/critical-metal recovery from PCBs",Precious/critical-metal recovery from PCBs,25.8,8.0,2.1,Blocked,blocked,3,2,4,2,2,4,1,5,handful of integrated smelters,EUR 50m-1bn+,,,4,verified,3
"Environmental Services value chain > Recycling & Materials Recovery > Paper, Glass & Textile Recycling (commodity streams) > Glass (Altglas)",Glass (Altglas),66.7,0.0,0.0,Unrated,open,4,3,4,0,0,0,0,0,few dozen cullet processors,EUR 5-100m,,,4,grounded,1
"Environmental Services value chain > Recycling & Materials Recovery > Paper, Glass & Textile Recycling (commodity streams) > Textiles (Alttextilien)",Textiles (Alttextilien),66.7,0.0,0.0,Unrated,open,3,4,4,0,0,0,0,0,hundreds of collectors/sorters,EUR 1-30m,,,4,grounded,2
Environmental Services value chain > Recycling & Materials Recovery > Construction & Demolition Material Recycling (Bauschutt),Construction & Demolition Material Recycling (Bauschutt),83.3,0.0,0.0,Unrated,open,4,5,4,0,0,0,0,0,hundreds of regional recyclers (DE),EUR 1-30m typical,,,4,grounded,2
Environmental Services value chain > Recycling & Materials Recovery > Battery & Li-ion Recycling (BattG / EU-Batterieverordnung),Battery & Li-ion Recycling (BattG / EU-Batterieverordnung),75.0,0.0,0.0,Unrated,open,4,3,5,0,0,0,0,0,"GRS clears >6,500 registered producers; ~10-20 specialist recyclers (DACH)",EUR 10-500m (plant-scale),,,4,grounded,2
Environmental Services value chain > Recycling & Materials Recovery > End-of-Life Vehicle Recycling (Altfahrzeug / ELV) > Dismantling & de-pollution (Demontagebetriebe),Dismantling & de-pollution (Demontagebetriebe),83.3,0.0,0.0,Unrated,open,3,5,5,0,0,0,0,0,"~944-1,100 (DE)",EUR 0.5-5m,,,4,grounded,1
Environmental Services value chain > Recycling & Materials Recovery > End-of-Life Vehicle Recycling (Altfahrzeug / ELV) > Shredding & post-shredder treatment,Shredding & post-shredder treatment,58.3,0.0,0.0,Unrated,open,3,3,4,0,0,0,0,0,tens of shredder plants (DE),EUR 10-500m (parent groups),,,3,grounded,1
"Environmental Services value chain > Recycling & Materials Recovery > EPR Compliance & Take-Back Schemes (Duales System, LUCID, GRS) > Packaging dual systems (Verpackung)",Packaging dual systems (Verpackung),83.3,0.0,0.0,Unrated,open,5,3,5,0,0,0,0,0,~9-10 systems (DE),EUR 50m-1bn,,,4,grounded,1
"Environmental Services value chain > Recycling & Materials Recovery > EPR Compliance & Take-Back Schemes (Duales System, LUCID, GRS) > Battery & WEEE take-back registers",Battery & WEEE take-back registers,75.0,0.0,0.0,Unrated,open,5,2,5,0,0,0,0,0,1 clearing house (ear) + few battery systems,n/a (fee-funded bodies) to EUR 10-100m,,,4,grounded,1
"Environmental Services value chain > Recycling & Materials Recovery > EPR Compliance & Take-Back Schemes (Duales System, LUCID, GRS) > EPR compliance-as-a-service / advisory",EPR compliance-as-a-service / advisory,91.7,0.0,0.0,Unrated,open,5,4,5,0,0,0,0,0,dozens of advisers/platforms (DACH),EUR 1-50m,,,3,grounded,1
Environmental Services value chain > Contaminated-Site Remediation & Geo-Environmental > Site Investigation & Environmental Assessment (Boden-/Altlastengutachten) > Geotechnical & Environmental Drilling / Groundwater Monitoring Wells,Geotechnical & Environmental Drilling / Groundwater Monitoring Wells,66.7,0.0,0.0,Unrated,open,3,4,4,0,0,0,0,0,Hundreds of DVGW W120-certified Bohr-/Brunnenbau firms (DE),EUR 1-10m typical,,,4,grounded,2
Environmental Services value chain > Contaminated-Site Remediation & Geo-Environmental > Soil & Groundwater Remediation (Altlastensanierung) > PFAS & Emerging-Contaminant Remediation,PFAS & Emerging-Contaminant Remediation,75.0,0.0,0.0,Unrated,open,4,3,5,0,0,0,0,0,Small specialist group; multinationals plus niche innovators,EUR 1-20m projects; premium pricing,,,3,grounded,3
Environmental Services value chain > Contaminated-Site Remediation & Geo-Environmental > Demolition with Contamination & Hazardous-Building Remediation (Rueckbau & Schadstoffsanierung),Demolition with Contamination & Hazardous-Building Remediation (Rueckbau & Schadstoffsanierung),83.3,0.0,0.0,Unrated,open,3,5,5,0,0,0,0,0,"~2,800+ demolition firms with capacity; long tail of TRGS-519 Schadstoffsanierer",EUR 0.5-10m typical,,,4,grounded,3
Environmental Services value chain > Contaminated-Site Remediation & Geo-Environmental > War-Ordnance / UXO Clearance (Kampfmittelraeumung) > Aerial-Photo Analysis & Detection Survey (Luftbildauswertung / Sondierung),Aerial-Photo Analysis & Detection Survey (Luftbildauswertung / Sondierung),75.0,0.0,0.0,Unrated,open,3,4,5,0,0,0,0,0,Dozens of survey/engineering offices (GKD extraordinary members),EUR 0.3-3m typical,,,3,grounded,1
Environmental Services value chain > Contaminated-Site Remediation & Geo-Environmental > Landfill Aftercare & Monitoring (Deponienachsorge),Landfill Aftercare & Monitoring (Deponienachsorge),83.3,0.0,0.0,Unrated,open,5,3,5,0,0,0,0,0,Hundreds of landfills in closure/aftercare; specialist engineering & monitoring service pool,EUR 0.5-5m annual service scopes; provisions per site EUR millions,,,4,grounded,3
Environmental Services value chain > Contaminated-Site Remediation & Geo-Environmental > Brownfield Redevelopment Services (Flaechenrecycling),Brownfield Redevelopment Services (Flaechenrecycling),58.3,0.0,0.0,Unrated,open,2,4,4,0,0,0,0,0,Fragmented; large PM firms plus regional brownfield developers,Fee-based EUR 1-10m; asset plays larger,,,3,grounded,3
Environmental Services value chain > Waste Collection & Disposal > Commercial & Industrial (C&I) Waste Collection > Mixed / separated commercial municipal waste collection (Gewerbeabfall),Mixed / separated commercial municipal waste collection (Gewerbeabfall),83.3,0.0,0.0,Unrated,open,5,4,4,0,0,0,0,0,Hundreds of regional route operators,EUR 1-20m typical regional,,,3,grounded,1
Environmental Services value chain > Waste Collection & Disposal > Commercial & Industrial (C&I) Waste Collection > On-site industrial / production waste management (Werksentsorgung),On-site industrial / production waste management (Werksentsorgung),83.3,0.0,0.0,Unrated,open,5,3,5,0,0,0,0,0,Dozens of specialised industrial-service firms,EUR 10-500m per operator,,,3,grounded,1
Environmental Services value chain > Waste Collection & Disposal > Hazardous Waste (Sonderabfall) Collection & Disposal > Sonderabfall collection & ADR transport,Sonderabfall collection & ADR transport,83.3,0.0,0.0,Unrated,open,4,4,5,0,0,0,0,0,Several hundred EfbV-certified transporters,EUR 1-15m typical,,,3,grounded,1
"Environmental Services value chain > Waste Collection & Disposal > Hazardous Waste (Sonderabfall) Collection & Disposal > Hazardous waste treatment & disposal (CPB, incineration, underground)","Hazardous waste treatment & disposal (CPB, incineration, underground)",66.7,0.0,0.0,Unrated,open,4,2,5,0,0,0,0,0,A few dozen permitted treatment/disposal sites,EUR 50m+ per operator,,,3,grounded,1
Environmental Services value chain > Waste Collection & Disposal > Medical / Clinical Waste Collection & Disposal,Medical / Clinical Waste Collection & Disposal,83.3,0.0,0.0,Unrated,open,5,3,5,0,0,0,0,0,Tens of specialised medical-waste operators plus general Entsorger,"EUR 1-50m; ~334,000 t/yr medical waste in Germany",,,4,grounded,2
Environmental Services value chain > Waste Collection & Disposal > Construction & Demolition Waste + Skip/Container Services (Containerdienst) > Containerdienst / skip & roll-off hire,Containerdienst / skip & roll-off hire,66.7,0.0,0.0,Unrated,open,3,5,3,0,0,0,0,0,"~2,100 firms",EUR 0.5-5m typical,,,3,grounded,1
Environmental Services value chain > Waste Collection & Disposal > Construction & Demolition Waste + Skip/Container Services (Containerdienst) > C&D waste sorting & Bauschutt recycling,C&D waste sorting & Bauschutt recycling,75.0,0.0,0.0,Unrated,open,3,4,5,0,0,0,0,0,Hundreds of regional C&D recyclers,EUR 2-30m,,,3,grounded,1
Environmental Services value chain > Waste Collection & Disposal > Bulky & Electronic Waste Take-Back (WEEE / Sperrmuell),Bulky & Electronic Waste Take-Back (WEEE / Sperrmuell),83.3,0.0,0.0,Unrated,open,4,4,5,0,0,0,0,0,"Dozens of take-back specialists, PROs and treatment plants",EUR 2-100m; Germany only ~29.5% WEEE collection rate vs 65% EU target,,,4,grounded,2
"Environmental Services value chain > Waste Collection & Disposal > Waste Brokerage, Trading & Entsorgungsfachbetrieb Services","Waste Brokerage, Trading & Entsorgungsfachbetrieb Services",83.3,0.0,0.0,Unrated,open,4,4,5,0,0,0,0,0,Thousands of EfbV-certified firms (searchable in the online Entsorgungsfachbetriebe-Register),Brokers EUR 1-50m,,,4,grounded,2
Environmental Services value chain > Waste Collection & Disposal > Disposal-Compliance Documentation (eANV / Nachweisverfahren),Disposal-Compliance Documentation (eANV / Nachweisverfahren),83.3,0.0,0.0,Unrated,open,5,3,5,0,0,0,0,0,Several specialist eANV providers + signature-card issuers,SaaS/service EUR 0.5-10m per provider,,,3,grounded,3
Environmental Services value chain > Water & Wastewater Services > Industrial Wastewater Treatment & Plant Operation > Indirect-Discharger Pretreatment (Vorbehandlung) Design-Build,Indirect-Discharger Pretreatment (Vorbehandlung) Design-Build,66.7,0.0,0.0,Unrated,open,3,3,5,0,0,0,0,0,~hundreds of suppliers/integrators (DE),EUR 0.1-5m per project,,,3,grounded,1
Environmental Services value chain > Water & Wastewater Services > Industrial Wastewater Treatment & Plant Operation > Outsourced Plant Operation & Compliance Monitoring (Betriebsfuehrung),Outsourced Plant Operation & Compliance Monitoring (Betriebsfuehrung),83.3,0.0,0.0,Unrated,open,5,3,5,0,0,0,0,0,~dozens-hundreds of operators/service firms,EUR 0.2-3m per contract/year,,,3,grounded,1
Environmental Services value chain > Water & Wastewater Services > Decentralized Sewage Plants (Kleinklaeranlagen) Service & Emptying > Annual Maintenance Contracts (Wartung),Annual Maintenance Contracts (Wartung),100.0,0.0,0.0,Unrated,open,5,5,5,0,0,0,0,0,~thousands of certified Wartungsfirmen,EUR 100-250 per visit,,,4,grounded,1
Environmental Services value chain > Water & Wastewater Services > Decentralized Sewage Plants (Kleinklaeranlagen) Service & Emptying > Faecal-Sludge Emptying & Disposal (Fäkalschlammentsorgung),Faecal-Sludge Emptying & Disposal (Fäkalschlammentsorgung),91.7,0.0,0.0,Unrated,open,5,4,5,0,0,0,0,0,~hundreds-thousands of Saugwagen/Entsorgungsfirmen,EUR 200-400 per emptying,,,3,grounded,1
Environmental Services value chain > Water & Wastewater Services > Sewer Inspection & Rehabilitation (Kanalsanierung) > CCTV Inspection & Condition Assessment (Zustandserfassung),CCTV Inspection & Condition Assessment (Zustandserfassung),75.0,0.0,0.0,Unrated,open,4,4,4,0,0,0,0,0,~hundreds of inspection firms,"EUR 300-1,500 per inspection",,,3,grounded,1
Environmental Services value chain > Water & Wastewater Services > Sewer Inspection & Rehabilitation (Kanalsanierung) > Trenchless Relining & Repair (grabenlose Sanierung),Trenchless Relining & Repair (grabenlose Sanierung),58.3,0.0,0.0,Unrated,open,2,4,4,0,0,0,0,0,~dozens-hundreds of specialist contractors,EUR 5-50k+ per project,,,3,grounded,1
"Environmental Services value chain > Water & Wastewater Services > Separator (Abscheider) Emptying & Service > Grease Separator Service (Fettabscheider, DIN 4040-100)","Grease Separator Service (Fettabscheider, DIN 4040-100)",100.0,0.0,0.0,Unrated,open,5,5,5,0,0,0,0,0,~hundreds of firms,EUR 150-400 per emptying,,,4,grounded,1
Environmental Services value chain > Water & Wastewater Services > Separator (Abscheider) Emptying & Service > Light-Liquid / Oil Separator Service (DIN EN 858 / DIN 1999-100),Light-Liquid / Oil Separator Service (DIN EN 858 / DIN 1999-100),100.0,0.0,0.0,Unrated,open,5,5,5,0,0,0,0,0,~hundreds of firms,EUR 200-600 per service,,,3,grounded,1
Environmental Services value chain > Water & Wastewater Services > Drinking-Water & Legionella Testing > Legionella Sampling & Accredited Lab Analysis,Legionella Sampling & Accredited Lab Analysis,91.7,0.0,0.0,Unrated,open,5,4,5,0,0,0,0,0,~hundreds of labs; thousands of samplers,EUR 100-400 per round,,,4,grounded,1
Environmental Services value chain > Water & Wastewater Services > Drinking-Water & Legionella Testing > Backflow / RPZ & Systemtrenner Testing,Backflow / RPZ & Systemtrenner Testing,100.0,0.0,0.0,Unrated,open,5,5,5,0,0,0,0,0,subset of ~48k SHK firms with certified Pruefer,EUR 50-100 per BA separator test/year,,,3,grounded,1
Environmental Services value chain > Water & Wastewater Services > Water-Network Leak Detection & Loss Management,Water-Network Leak Detection & Loss Management,58.3,0.0,0.0,Unrated,open,4,3,3,0,0,0,0,0,~dozens-hundreds of Leckortung/Rohrnetz service firms (DE),EUR 0.3-5m per firm; surveys EUR/km,,,3,grounded,3
"Environmental Services value chain > Water & Wastewater Services > Sludge (Klärschlamm) Treatment & Phosphorus Recovery > Sludge Dewatering, Drying & Mono-Incineration","Sludge Dewatering, Drying & Mono-Incineration",75.0,0.0,0.0,Unrated,open,5,2,5,0,0,0,0,0,~dozens of mono-incineration plants (DE),EUR 50m-300m+ capex; disposal EUR/t,,,3,grounded,1
Environmental Services value chain > Water & Wastewater Services > Sludge (Klärschlamm) Treatment & Phosphorus Recovery > Phosphorus Recovery from Sludge/Ash,Phosphorus Recovery from Sludge/Ash,66.7,0.0,0.0,Unrated,open,4,2,5,0,0,0,0,0,~handful of process/plant providers (DE),plant-scale capex; EUR/t recovery fees,,,3,grounded,1
Environmental Services value chain > Water & Wastewater Services > Mobile / Emergency Water Treatment (Rental),Mobile / Emergency Water Treatment (Rental),41.7,0.0,0.0,Unrated,open,3,3,2,0,0,0,0,0,~dozens of rental/service providers (DE),rental EUR/day-week; firms EUR 1-50m,,,3,grounded,3
